before,chainok_13,after,pattern
PPPPBP,BPPPB,PBBBPB,1-3-1
PBPPPB,PBBBP,BBPBBB,1-3-1
BBBPBB,PBBBP,BPBPBP,1-3-1
PBBPPB,PBBBP,BPBBBP,1-3-1
PPPPPP,BPPPB,PBBBPB,1-3-1
PBPPPB,PBBBP,BPPPPB,1-3-1
PBBBPB,PBBBP,BPPPBP,1-3-1
BPBBBP,BPPPB,PPPPPB,1-3-1
BBPPPB,PBBBP,BBPBPP,1-3-1
BBPBBB,PPPBPPP,BPPBPP,3-1-3
BBBBBP,BPPPB,PPBPBP,1-3-1
PPPPBP,BPPPB,PBBPPP,1-3-1
PBBPPB,PBBBP,BPBBBP,1-3-1
PBBBPB,PBBBP,BPPPPB,1-3-1
BPPBBB,PPPBPPP,BBBBBP,3-1-3
BBPBPB,PBBBP,BPBBBB,1-3-1
PPBPPB,PBBBP,BPBPBP,1-3-1
BBBBBP,BPPPB,PBBBBB,1-3-1
BBBPBB,PPPBPPP,BPPBPB,3-1-3
PBPPBB,PBBBP,BBBPPB,1-3-1
PPPPPP,BBBPBBB,PBBBBP,3-1-3
PBBBBP,BPPPB,PPBBBB,1-3-1
BBPBPP,BPPPB,PPBBPB,1-3-1
PBBBPP,BPPPB,PBBPBP,1-3-1
BBBBBB,PBBBP,BPBPBB,1-3-1
BBPPPP,BPPPB,PPPPBP,1-3-1
BBPPPB,PBBBP,BBPPPB,1-3-1
PPBBPB,PBBBP,BBPBBP,1-3-1
BBPPPB,PBBBP,BPPBPB,1-3-1
BBBBBP,BPPPB,PBPBBB,1-3-1
PPBBBP,BPPPB,PBBBBB,1-3-1
BPBBPP,BPPPB,PPPBBP,1-3-1
PBBBBP,BPPPB,PPBBPB,1-3-1
PPBBBB,PBBBP,BBBBBB,1-3-1
PPPPBP,BPPPB,PPBPBP,1-3-1
PBPPPP,BBBPBBB,PBPPPP,3-1-3
BBBBPP,BPPPB,PPPBBB,1-3-1
PPPPPB,PBBBP,BPPPBB,1-3-1
PPPPPP,BBBPBBB,PPPPPP,3-1-3
PBPPPB,PBBBP,BBBPBB,1-3-1
BPBBBP,BBBPBBB,PPPPBB,3-1-3
BBPPPB,PBBBP,BBBPBB,1-3-1
BPBBBP,BBBPBBB,PBBBBP,3-1-3
PPBBPP,BBBPBBB,PPPPPB,3-1-3
BBPPPP,BBBPBBB,PBPPBP,3-1-3
BBBPBP,BPPPB,PPBPBB,1-3-1
PPPBBP,BPPPB,PBPPPP,1-3-1
PPPPPP,BPPPB,PPPBBB,1-3-1
BPBBBB,PPPBPPP,BBBPPP,3-1-3
BBBBBB,PPPBPPP,BBBPBB,3-1-3
PPBPPP,BBBPBBB,PBPBBP,3-1-3
BPBBPP,BPPPB,PPPBPB,1-3-1
PBPBPB,PBBBP,BBPBPP,1-3-1
PPBBPB,PBBBP,BBPBBP,1-3-1
BBPPPB,PBBBP,BPBBBB,1-3-1
BBBBBB,PBBBP,BPPBPB,1-3-1
BBPPBP,BPPPB,PPBBBP,1-3-1
PPPPBB,PBBBP,BPPPPB,1-3-1
BPPPPP,BPPPB,PBBPPB,1-3-1
BBBBPB,PBBBP,BBPPBB,1-3-1
BPPPBB,PBBBP,BBBBBB,1-3-1
BBBPPB,PBBBP,BBBPPB,1-3-1
BBPPBP,BPPPB,PBPBPP,1-3-1
PPBPBP,BPPPB,PBPBBB,1-3-1
BBBPBP,BPPPB,PBPBPP,1-3-1
BPBPPB,PBBBP,BPBBPP,1-3-1
PBPPPP,BPPPB,PPBBBB,1-3-1
PPPPBB,PBBBP,BBBPBB,1-3-1
BBPPPP,BPPPB,PBBBBP,1-3-1
PPPPBB,PBBBP,BBBBBB,1-3-1
BBPPPB,PBBBP,BPBBBP,1-3-1
PPPPBB,PBBBP,BBBPBB,1-3-1
PBPBBP,BPPPB,PPBBBP,1-3-1
PPPBPP,BBBPBBB,PBPBBB,3-1-3
PBBBPB,PBBBP,BBPBBP,1-3-1
BPPBPP,BPPPB,PBBBPB,1-3-1
PBPPPB,PBBBP,BPBBPB,1-3-1
PPPBPP,BPPPB,PPPPBP,1-3-1
PPPPPB,PBBBP,BBPBPP,1-3-1
PBBPPB,PBBBP,BBBBBB,1-3-1
BBBBPB,PBBBP,BBBPPP,1-3-1
BBPBBB,PPPBPPP,BBPPBP,3-1-3
BPPBBP,BPPPB,PPBPPP,1-3-1
PBBPPP,BBBPBBB,PPPPPP,3-1-3
PBPBPB,PBBBP,BBBBBB,1-3-1
PPPPBP,BPPPB,PBBPBP,1-3-1
BPBBPB,PBBBP,BBBPBP,1-3-1
BPBBPP,BPPPB,PPBPBP,1-3-1
PPPPBB,PPPBPPP,BBPBBP,3-1-3
BBBBBB,PBBBP,BBBPBB,1-3-1
BPBBBP,BBBPBBB,PBBBBP,3-1-3
PBBBBB,PBBBP,BPPBPP,1-3-1
BPBBPB,PBBBP,BPBPBP,1-3-1
BPBPBP,BPPPB,PPPPPB,1-3-1
BPPBBB,PPPBPPP,BBBPPP,3-1-3
PPBPPB,PBBBP,BBPPPB,1-3-1
PPBBPP,BPPPB,PBPBPB,1-3-1
BPPPPP,BPPPB,PBPBBB,1-3-1
PPBBBB,PBBBP,BBPPBP,1-3-1
BPBBBB,PBBBP,BBPBPP,1-3-1
PBBBBB,PPPBPPP,BBPPBB,3-1-3
BBPPPP,BPPPB,PBBPPP,1-3-1
BBPPBP,BPPPB,PBBPPP,1-3-1
PPBBPP,BPPPB,PBBPPP,1-3-1
BBPPPP,BPPPB,PBBBPP,1-3-1
PPPPBP,BPPPB,PPPPBP,1-3-1
PPPBPB,PBBBP,BPBPBB,1-3-1
BBPBPP,BBBPBBB,PPPBBB,3-1-3
PBBBPP,BBBPBBB,PBPBPP,3-1-3
PPPBBP,BPPPB,PPPPBB,1-3-1
BBPBPB,PBBBP,BBPPBB,1-3-1
PPBPPB,PBBBP,BPPPBP,1-3-1
BPBBBP,BPPPB,PPPPBP,1-3-1
BBPPBP,BPPPB,PBBBPB,1-3-1
PBPPPB,PBBBP,BBBPPB,1-3-1
BBBPBB,PBBBP,BBBPBP,1-3-1
PBPPBB,PBBBP,BPBPPB,1-3-1
BBBBBP,BPPPB,PPBPBB,1-3-1
BPBPBB,PBBBP,BPBBPP,1-3-1
PBBBPP,BPPPB,PPPBPB,1-3-1
BBPPBB,PBBBP,BBPPPB,1-3-1
PPBPBP,BPPPB,PBPPBB,1-3-1
BBBPBB,PBBBP,BPPBBP,1-3-1
BBPPPB,PBBBP,BBPBPP,1-3-1
PPBBPB,PBBBP,BBPPPB,1-3-1
PBBBBP,BPPPB,PPBPPB,1-3-1
PBPBBB,PPPBPPP,BBBPBP,3-1-3
PBPBBP,BPPPB,PPPBBB,1-3-1
BBPBPP,BPPPB,PBPPBP,1-3-1
BBBPBB,PBBBP,BPPPPB,1-3-1
BBPPPB,PBBBP,BBBBPB,1-3-1
BBPBBP,BPPPB,PPPBBP,1-3-1
BPPBPB,PBBBP,BBPPPB,1-3-1
PPPPBB,PPPBPPP,BPPBBB,3-1-3
BBPBPP,BPPPB,PBBBBP,1-3-1
PBPPBP,BPPPB,PPBBPP,1-3-1
PPPBPP,BPPPB,PPPBBB,1-3-1
BPPPPP,BPPPB,PBBBPP,1-3-1
PBBPBB,PPPBPPP,BPBPPB,3-1-3
PBBBBB,PPPBPPP,BBPBBB,3-1-3
BBPPBB,PBBBP,BBPPPB,1-3-1
BPPBPP,BPPPB,PBBBPP,1-3-1
BBPPBB,PBBBP,BBBPBP,1-3-1
PPPPPP,BPPPB,PPBBPP,1-3-1
PBBBBB,PPPBPPP,BBPPBP,3-1-3
BPPPPP,BPPPB,PBBBBP,1-3-1
BPPPPP,BBBPBBB,PPPPBB,3-1-3
PPPPBB,PBBBP,BBPPBP,1-3-1
PPPBPB,PBBBP,BBBPBB,1-3-1
BPBBPB,PBBBP,BPPBBP,1-3-1
PBBBPB,PBBBP,BPBBBB,1-3-1
BPPBPP,BBBPBBB,PPBBBP,3-1-3
BBBPBB,PPPBPPP,BBPPBP,3-1-3
PPBBPB,PBBBP,BBBBPB,1-3-1
PPPPPP,BPPPB,PPBBBP,1-3-1
PPPBPP,BBBPBBB,PBBBBB,3-1-3
PBBPPP,BBBPBBB,PBBBBB,3-1-3
PBPPPP,BPPPB,PBPPBP,1-3-1
PPBBBB,PBBBP,BBPBBB,1-3-1
BBBPBB,PBBBP,BBBBPP,1-3-1
PPBBBB,PBBBP,BBPBBB,1-3-1
BBBPBB,PBBBP,BBBBPP,1-3-1
BBBBPP,BPPPB,PPBBBB,1-3-1
PPPBBP,BPPPB,PPPBPP,1-3-1
PPPBBP,BPPPB,PPPPBP,1-3-1
PBBBPP,BPPPB,PBBPBB,1-3-1
PBBPBB,PBBBP,BBBPPB,1-3-1
PPPPBB,PBBBP,BPBBBB,1-3-1
BPBPBB,PBBBP,BBPPPP,1-3-1
BPPPBB,PBBBP,BPBBPP,1-3-1
PBBPPB,PBBBP,BPBBBB,1-3-1
BPPPBP,BPPPB,PBBPBB,1-3-1
PPBBPB,PBBBP,BBBPPP,1-3-1
PPPPPP,BPPPB,PPBBBP,1-3-1
BPPPPB,PBBBP,BPBPPP,1-3-1
BBBPBP,BPPPB,PBBBBB,1-3-1
BBBBBP,BPPPB,PBPBPP,1-3-1
BBPPBB,PPPBPPP,BBPPBP,3-1-3
PBBBBB,PBBBP,BPBPBP,1-3-1
PPBBBB,PBBBP,BPPBBB,1-3-1
PBBBBP,BPPPB,PPPPPB,1-3-1
PPPBPB,PBBBP,BPBBBB,1-3-1
PPPPBP,BPPPB,PPBBBB,1-3-1
BPBBBB,PBBBP,BBPPPP,1-3-1
PPPPBB,PBBBP,BBBPPB,1-3-1
PPBPBB,PPPBPPP,BBBPPB,3-1-3
PPBBPP,BBBPBBB,PPPBBP,3-1-3
PBPPPP,BPPPB,PBPPPB,1-3-1
BPPPBP,BPPPB,PPBBBB,1-3-1
PPBBBP,BPPPB,PPBPPP,1-3-1
PPBBBP,BPPPB,PPBPPP,1-3-1
PPPBPP,BBBPBBB,PPPBBP,3-1-3
PPPBPB,PBBBP,BBPBPP,1-3-1
PPPBPB,PBBBP,BBPBPP,1-3-1
PPPPBB,PPPBPPP,BBBPBB,3-1-3
BPPBPB,PBBBP,BPBPBB,1-3-1
PPPBBP,BPPPB,PPBPPP,1-3-1
BBBBPP,BBBPBBB,PBPBPB,3-1-3
BBPBPB,PBBBP,BPPBPP,1-3-1
BBPBBP,BPPPB,PPPPPB,1-3-1
BBBBBP,BPPPB,PPBBPB,1-3-1
BBPBBP,BPPPB,PPPPPB,1-3-1
BBBBBP,BPPPB,PPBBPB,1-3-1
BBPBBP,BPPPB,PPPPPB,1-3-1
BBBBBP,BPPPB,PPBBPB,1-3-1
BBPBPP,BBBPBBB,PBPBBP,3-1-3
BPPBBP,BPPPB,PPPBBB,1-3-1
BPBBPP,BPPPB,PBBBPP,1-3-1
BPPBPP,BPPPB,PPBPPP,1-3-1
PBBBBB,PBBBP,BPPPPB,1-3-1
PBPPPP,BBBPBBB,PPBPPP,3-1-3
PPPPBP,BPPPB,PPPBBP,1-3-1
BPPPBB,PBBBP,BBBPPP,1-3-1
BBBBBP,BPPPB,PBPPBP,1-3-1
BPBBPB,PBBBP,BPPPBP,1-3-1
BPBBBP,BPPPB,PBBBBB,1-3-1
PBBPPB,PBBBP,BBPBPP,1-3-1
BBPBBP,BPPPB,PBPPBB,1-3-1
BPBPPP,BBBPBBB,PBPPBP,3-1-3
PBBPBB,PBBBP,BPBBBB,1-3-1
PPBBBB,PBBBP,BBBBPP,1-3-1
PPPBPB,PBBBP,BBBPPB,1-3-1
BPPBBP,BPPPB,PPPPBB,1-3-1
PPPPBB,PBBBP,BPBPBP,1-3-1
PBPBPB,PBBBP,BBBPBP,1-3-1
PBBPPB,PBBBP,BPPBPB,1-3-1
PPPBPP,BPPPB,PBBBBB,1-3-1
PBBPBB,PPPBPPP,BBPPPP,3-1-3
PPPPBP,BPPPB,PPBBBB,1-3-1
BBPPPB,PBBBP,BBBBBB,1-3-1
BBBPBB,PBBBP,BBPPPP,1-3-1
BPBPPB,PBBBP,BPBPPP,1-3-1
PBPBPP,BBBPBBB,PPPBPP,3-1-3
BPPBPB,PBBBP,BBBBBP,1-3-1
BBPBPB,PBBBP,BPPPPB,1-3-1
PPPPBB,PPPBPPP,BPBBBP,3-1-3
PBPPPB,PBBBP,BPPPBB,1-3-1
BPPBBP,BPPPB,PBPBBB,1-3-1
PPBBPB,PBBBP,BPPPBB,1-3-1
BPPPPB,PBBBP,BBBPPP,1-3-1
PBBPBB,PBBBP,BPPBPB,1-3-1
BPBPPB,PBBBP,BBPBBP,1-3-1
PPBBPP,BBBPBBB,PBBPPP,3-1-3
BBBBPP,BPPPB,PBPPBP,1-3-1
PBBBBB,PBBBP,BPBPBB,1-3-1
PBBBBP,BPPPB,PPBBPP,1-3-1
BBBBBB,PBBBP,BPPBBP,1-3-1
PBBBBP,BPPPB,PPPPPB,1-3-1
BPPPBP,BPPPB,PBBBBB,1-3-1
BPPPPB,PBBBP,BBBBPP,1-3-1
BPBBPP,BPPPB,PPPPBB,1-3-1
BBPBPB,PBBBP,BBBPPP,1-3-1
PPBPBB,PPPBPPP,BPBBBP,3-1-3
PBPBBB,PPPBPPP,BPBBPP,3-1-3
BBBBBP,BPPPB,PBBBPB,1-3-1
PBPPPB,PBBBP,BBBBPB,1-3-1
BPBBBB,PBBBP,BPPPPB,1-3-1
PBPPPP,BPPPB,PPBBBB,1-3-1
BBBBPB,PBBBP,BBBPPP,1-3-1
PPPBBB,PPPBPPP,BBBPPB,3-1-3
BPBBBB,PBBBP,BBPPBB,1-3-1
PBBBBB,PBBBP,BPBPBB,1-3-1
BBPPPP,BBBPBBB,PBPBPP,3-1-3
BPPPBB,PPPBPPP,BBBPPB,3-1-3
BBPPPP,BPPPB,PBPBPP,1-3-1
BBBBPP,BBBPBBB,PPPPBB,3-1-3
BPPPBP,BPPPB,PPPPPB,1-3-1
PBBPBB,PPPBPPP,BBBPBB,3-1-3
PPBPPP,BBBPBBB,PPPPBP,3-1-3
PBBBBP,BPPPB,PPBBPP,1-3-1
BBPPPP,BBBPBBB,PPPPBP,3-1-3
BPPPBB,PPPBPPP,BPBBBP,3-1-3
BBBPBP,BPPPB,PPPPBP,1-3-1
BPPPPB,PBBBP,BBPPPB,1-3-1
BBBBBP,BPPPB,PBBPPP,1-3-1
PPBPPP,BBBPBBB,PPPPPB,3-1-3
BPPPPP,BPPPB,PBBBBP,1-3-1
BPPBPP,BPPPB,PPBBBP,1-3-1
PBBBPP,BBBPBBB,PPBPPP,3-1-3
PBBBPP,BPPPB,PBPBPP,1-3-1
PBPPBB,PBBBP,BPPPPB,1-3-1
PPBPBP,BPPPB,PBBPPB,1-3-1
PPBBBB,PBBBP,BPBBBP,1-3-1
BBPPPP,BPPPB,PPBPPB,1-3-1
BPBBPB,PBBBP,BBBPPB,1-3-1
BBBBBB,PBBBP,BPPPBP,1-3-1
BPBBBP,BPPPB,PBPPBP,1-3-1
BPPPPP,BPPPB,PPPPPB,1-3-1
BBPPPP,BBBPBBB,PPPPBP,3-1-3
PPBPBB,PBBBP,BBBBPB,1-3-1
BPBBBB,PBBBP,BBBPBP,1-3-1
PPBPPB,PBBBP,BPBBPB,1-3-1
BPBPPB,PBBBP,BBPBBP,1-3-1
BBPPBP,BPPPB,PPPBBP,1-3-1
BBPPBP,BPPPB,PPPBBP,1-3-1
BPBBPP,BPPPB,PBBBBP,1-3-1
BBPPPB,PBBBP,BBPBBB,1-3-1
BPBPBP,BPPPB,PPBPBB,1-3-1
BPPPBB,PBBBP,BPBBPB,1-3-1
PPPPPP,BBBPBBB,PPBBPP,3-1-3
PPPPPB,PBBBP,BPPPBB,1-3-1
BBBBPB,PBBBP,BPBPBB,1-3-1
BBBPPP,BBBPBBB,PPPBBB,3-1-3
BPPBBP,BPPPB,PBBBPB,1-3-1
PBPPPB,PBBBP,BPBPPP,1-3-1
BBPPBB,PPPBPPP,BPPBBP,3-1-3
BBBBBB,PBBBP,BPBPBP,1-3-1
BBBBPB,PBBBP,BPBPBB,1-3-1
BPBPPB,PBBBP,BPBBPB,1-3-1
BBBBPB,PBBBP,BPBPBB,1-3-1
BPBPPB,PBBBP,BPBBPB,1-3-1
BBPBPP,BPPPB,PPPPPP,1-3-1
BBPPPP,BPPPB,PBBBBP,1-3-1
PBBPPB,PBBBP,BBBBPB,1-3-1
PPBBBB,PBBBP,BBBPPP,1-3-1
PPBBBP,BPPPB,PBBBBB,1-3-1
PBBBBB,PBBBP,BBPPPB,1-3-1
BBBPBB,PPPBPPP,BBBPBP,3-1-3
BPPBBP,BPPPB,PBBPBP,1-3-1
BBPBPP,BPPPB,PPBBPB,1-3-1
BPPBBP,BPPPB,PBBBPB,1-3-1
PBPPPB,PBBBP,BBPBPP,1-3-1
BBPPPP,BPPPB,PBPPPB,1-3-1
PPBBPP,BBBPBBB,PPPPPP,3-1-3
PPBBPB,PBBBP,BBBPPB,1-3-1
BBBPPB,PBBBP,BBPBPB,1-3-1
PBPBBP,BPPPB,PBBBPP,1-3-1
PBBBBB,PBBBP,BPPPPP,1-3-1
PBBBPP,BPPPB,PBBBBP,1-3-1
BPBBBB,PBBBP,BBBBBB,1-3-1
PBBPBP,BPPPB,PPPPPB,1-3-1
PBBPPB,PBBBP,BPBPPP,1-3-1
PBBBBP,BPPPB,PPBPBB,1-3-1
BBBBBP,BPPPB,PBBPPB,1-3-1
PPBBPP,BPPPB,PBBPBP,1-3-1
BPPPBB,PBBBP,BBBBBP,1-3-1
BBBBBB,PBBBP,BBPBPP,1-3-1
BPBBPP,BPPPB,PPPPBB,1-3-1
BPPPBB,PBBBP,BBBPPP,1-3-1
BBPBBP,BPPPB,PPPBPP,1-3-1
BBPBBP,BPPPB,PPPBPP,1-3-1
PBBBPB,PBBBP,BBPPBB,1-3-1
PBBBPB,PBBBP,BBPPBB,1-3-1
BBBPBB,PPPBPPP,BBBBBB,3-1-3
BPBBPB,PBBBP,BPBBPB,1-3-1
BBBBBP,BPPPB,PPPBPP,1-3-1
BBBBPB,PBBBP,BBBBBB,1-3-1
BPBBPP,BPPPB,PPBBPP,1-3-1
PPPBPP,BPPPB,PPPPPB,1-3-1
BBPBPP,BPPPB,PBBBBP,1-3-1
PBPPPP,BPPPB,PBBBBB,1-3-1
PPPPBP,BPPPB,PPBPBB,1-3-1
BPPPBB,PBBBP,BBPBPB,1-3-1
BBPPPB,PBBBP,BBBPBB,1-3-1
BBBPBB,PBBBP,BBPPBB,1-3-1
BPPPPB,PBBBP,BBPPBP,1-3-1
BPPPPB,PBBBP,BBPPBP,1-3-1
BBPBPB,PBBBP,BPPBBP,1-3-1
PBPPBB,PBBBP,BPPPPB,1-3-1
PPPPPP,BBBPBBB,PBBBPB,3-1-3
BBPBBB,PBBBP,BBBPPB,1-3-1
PBPPBP,BPPPB,PPPPBP,1-3-1
PBPPBP,BPPPB,PPPPBP,1-3-1
PPBBPP,BPPPB,PBBBBP,1-3-1
PBPBBP,BPPPB,PPBBPP,1-3-1
BPPBPB,PBBBP,BPPPBP,1-3-1
BPBBBP,BPPPB,PBBBBB,1-3-1
BBPPPP,BPPPB,PBBBBP,1-3-1
PPPPBP,BPPPB,PPBBBB,1-3-1
BPBBPP,BBBPBBB,PPPPPB,3-1-3
PPBBPP,BPPPB,PPPBPP,1-3-1
BPBBBB,PBBBP,BBPBPP,1-3-1
PBBPPB,PBBBP,BBPBPB,1-3-1
PBPBPP,BPPPB,PBBBBB,1-3-1
PBPPPP,BPPPB,PPPBPP,1-3-1
PPBPBB,PBBBP,BBBBBB,1-3-1
BBBPPP,BBBPBBB,PBPPPB,3-1-3
PPPPBB,PBBBP,BBPPPP,1-3-1
PPPPPP,BBBPBBB,PPBPPP,3-1-3
BPBPBB,PBBBP,BBPPBB,1-3-1
BPBPBB,PBBBP,BBPPBB,1-3-1
PBPPBB,PBBBP,BPBPBP,1-3-1
BPBBPP,BBBPBBB,PBBBPP,3-1-3
PPPPPB,PBBBP,BPBPBP,1-3-1
BBBBPP,BPPPB,PPBBPP,1-3-1
PBPPBB,PPPBPPP,BPPBBB,3-1-3
BBPPBB,PBBBP,BPPPPB,1-3-1
PPBPPB,PBBBP,BPPPPB,1-3-1
BPBPPP,BBBPBBB,PBPPBB,3-1-3
BPPBPP,BPPPB,PPBBBB,1-3-1
PBBPPB,PBBBP,BBPPPP,1-3-1
BBPPPB,PBBBP,BBBBPP,1-3-1
BBPPBP,BPPPB,PBBBPB,1-3-1
PBPPPB,PBBBP,BBBPBB,1-3-1
BPPPBB,PPPBPPP,BBBPBP,3-1-3
PPPBPP,BPPPB,PPBPBB,1-3-1
BPPPBB,PBBBP,BPPPBB,1-3-1
PPPPBP,BPPPB,PBBPPP,1-3-1
BBBBPP,BPPPB,PBPBBP,1-3-1
BPBPPB,PBBBP,BPBPBB,1-3-1
PBPPBB,PPPBPPP,BPBBPP,3-1-3
PPBBPP,BPPPB,PPBPBB,1-3-1
PPBBBB,PBBBP,BBBPBB,1-3-1
BBPBPP,BBBPBBB,PPBPBP,3-1-3
PPBBPB,PBBBP,BBBPBB,1-3-1
BBBPBB,PPPBPPP,BPPBPB,3-1-3
PPBBBB,PBBBP,BPPBPB,1-3-1
PPPPPP,BPPPB,PPBPPB,1-3-1
PBPPBP,BPPPB,PBBBPB,1-3-1
PBPPPB,PBBBP,BBBPBB,1-3-1
BPBBBP,BBBPBBB,PPPPPP,3-1-3
PBPBPB,PBBBP,BPPPPB,1-3-1
PBPBPB,PBBBP,BPPPPB,1-3-1
PBBPPB,PBBBP,BPPBPP,1-3-1
BBPBPP,BPPPB,PBBBBB,1-3-1
PBBPPP,BBBPBBB,PBBBBB,3-1-3
PPBPPB,PBBBP,BBBBBB,1-3-1
BBBBPP,BPPPB,PPBBPP,1-3-1
PPPBPB,PBBBP,BBBBPB,1-3-1
PPPPPP,BPPPB,PPBPBP,1-3-1
BPBBBB,PBBBP,BBPBBB,1-3-1
BPPPPP,BPPPB,PBBBPP,1-3-1
BPBPBB,PBBBP,BBPPPP,1-3-1
PPBPBB,PPPBPPP,BPPBBP,3-1-3
BBBBBP,BPPPB,PBBPBP,1-3-1
PBPBBP,BPPPB,PPBBBP,1-3-1
BBBPBP,BPPPB,PPBPPP,1-3-1
PPPPPP,BBBPBBB,PPBPPB,3-1-3
PPPPPP,BBBPBBB,PPPBPB,3-1-3
PBPPBP,BPPPB,PBBBPP,1-3-1
PPBBPP,BPPPB,PPPPBB,1-3-1
BPBBBB,PPPBPPP,BBBPPP,3-1-3
PBPPPP,BPPPB,PBBPBB,1-3-1
BBPPBP,BPPPB,PPBBPP,1-3-1
PPBPBB,PBBBP,BPPPBB,1-3-1
PBBBBP,BPPPB,PBPPBB,1-3-1
PPBPBB,PPPBPPP,BBBPPP,3-1-3
BBBPBB,PBBBP,BPBBBB,1-3-1
PPPPBB,PBBBP,BPBPBB,1-3-1
BBPPBP,BPPPB,PPBBBP,1-3-1
BPBBPP,BBBPBBB,PPBBPP,3-1-3
PBPBBP,BPPPB,PBBBPP,1-3-1
BBBPPB,PBBBP,BBPPPB,1-3-1
BPPBPP,BBBPBBB,PPPPPP,3-1-3
BBBPBP,BPPPB,PBBBPP,1-3-1
PPBBBB,PBBBP,BPPPBB,1-3-1
BBPPBP,BPPPB,PPBPPP,1-3-1
BPPBBP,BPPPB,PBPPBB,1-3-1
PPBBBB,PBBBP,BBBBBB,1-3-1
BPPBBP,BPPPB,PPBBBP,1-3-1
BPBPPP,BBBPBBB,PPPBBP,3-1-3
BPBPPP,BBBPBBB,PPPBBP,3-1-3
BBBPBP,BPPPB,PBPBPB,1-3-1
PBBPPP,BBBPBBB,PPPPBB,3-1-3
PPPPPP,BPPPB,PPPBPB,1-3-1
BBBPBB,PPPBPPP,BBBBPP,3-1-3
PBPBBB,PPPBPPP,BPBBPB,3-1-3
BBBBPP,BPPPB,PPPBBP,1-3-1
PBBBBB,PBBBP,BPBPBP,1-3-1
PBPPBP,BPPPB,PBBBPB,1-3-1
PBPPPB,PBBBP,BPBBBP,1-3-1
PBPBBP,BPPPB,PBPPPP,1-3-1
PBPPPP,BPPPB,PPPPPP,1-3-1
PBBPPP,BBBPBBB,PPPPPP,3-1-3
PPPPBB,PBBBP,BBPBBB,1-3-1
PPBBPP,BPPPB,PBBBPB,1-3-1
PBPPPB,PBBBP,BBPPPB,1-3-1
BBPBBB,PPPBPPP,BBBPPP,3-1-3
PPBBPB,PBBBP,BPPPPP,1-3-1
PPBPPB,PBBBP,BBPPBB,1-3-1
BBBBPB,PBBBP,BBBBPP,1-3-1
BPBPBB,PBBBP,BPPPPP,1-3-1
BPPBPB,PBBBP,BBPPBP,1-3-1
BBPPPB,PBBBP,BBPPPB,1-3-1
PPPPPB,PBBBP,BPPBPP,1-3-1
PBPBPP,BPPPB,PBPBBB,1-3-1
BBBPPB,PBBBP,BBBBPB,1-3-1
BBPPBP,BPPPB,PBPBPB,1-3-1
PPBPPP,BBBPBBB,PBBBBP,3-1-3
PPPPPP,BPPPB,PBBPBB,1-3-1
BBPBBP,BPPPB,PPBBBB,1-3-1
PPBPBP,BPPPB,PBBBBP,1-3-1
PPPBBP,BPPPB,PBBBBB,1-3-1
BPBPPB,PBBBP,BPPPPP,1-3-1
BBBPPB,PBBBP,BBPBPB,1-3-1
PBPPPP,BBBPBBB,PBBBPP,3-1-3
BBPPPP,BPPPB,PPPPPB,1-3-1
PBPBPB,PBBBP,BBPBPP,1-3-1
PBBPBP,BPPPB,PBBBBP,1-3-1
BPPBBP,BPPPB,PBBBPP,1-3-1
BBBBBP,BPPPB,PBBPPB,1-3-1
BPBPBP,BPPPB,PPBBPB,1-3-1
PBBBBB,PPPBPPP,BBPBPP,3-1-3
PPBBBB,PBBBP,BBBPBP,1-3-1
PPPPPP,BPPPB,PPBPBB,1-3-1
PPBPBB,PBBBP,BBBBBB,1-3-1
PPPPPB,PBBBP,BBBBPB,1-3-1
PBBBBP,BPPPB,PBPBBB,1-3-1
PPBBBB,PBBBP,BBPPPP,1-3-1
PPBBPB,PBBBP,BPPBPP,1-3-1
PPPPBB,PBBBP,BPBPPB,1-3-1
BPPPBB,PBBBP,BPBBPB,1-3-1
PPPBPP,BBBPBBB,PPBBPB,3-1-3
BBPBBB,PPPBPPP,BPBBBB,3-1-3
BPPBPB,PBBBP,BPPPPP,1-3-1
BBBPBB,PBBBP,BPPPBP,1-3-1
BPBBBP,BPPPB,PBPPBP,1-3-1
PPPPPP,BPPPB,PBBPBP,1-3-1
PPPBBP,BPPPB,PPBPPP,1-3-1
BBPBPB,PBBBP,BBBPBB,1-3-1
BBPPBB,PPPBPPP,BPBPPB,3-1-3
BBPBBB,PPPBPPP,BBBBPP,3-1-3
BBBBBB,PBBBP,BPBPBP,1-3-1
BPBPBP,BPPPB,PBBBBP,1-3-1
PPPPPP,BBBPBBB,PBBBPB,3-1-3
BBPBBB,PBBBP,BPPBBP,1-3-1
PBPPBB,PBBBP,BBPBBB,1-3-1
PBPPBP,BPPPB,PPBBPB,1-3-1
BBBPPB,PBBBP,BPPPBB,1-3-1
PBBBBP,BPPPB,PBBPPP,1-3-1
PPPBBP,BPPPB,PPPBBB,1-3-1
PPPPBB,PPPBPPP,BBBBBB,3-1-3
PPBPBB,PBBBP,BBBPPB,1-3-1
BPBPBB,PBBBP,BPBBPP,1-3-1
BPPPBP,BPPPB,PPBBBB,1-3-1
PPPPBB,PBBBP,BBBBBB,1-3-1
BPPBBB,PPPBPPP,BBPPPP,3-1-3
BPPPPP,BBBPBBB,PBPBBP,3-1-3
BBBBPP,BPPPB,PBBPPB,1-3-1
PBPBBP,BPPPB,PPPPBB,1-3-1
