before,tuek_ku,after,length,repeat
PPBPBB,BBPPPPBBPPBBBBPP,PPPBPP,16,4
BPBBBB,BBPPPPBBPPBB,BBBPBB,12,3
BPBBBB,BBPPPPBBPPBB,BBBPBB,12,3
BBPPPB,PPBBPPBBBBPP,BPBPPB,12,3
PBPBPB,BBPPBBPPPPBB,BBPBPB,12,3
BPBPPB,PPBBPPBBPPBB,PBPBPB,12,3
BBPBBB,BBPPPPBBBBPP,BBPBBB,12,3
BBPBBB,BBPPPPBBBBPP,BBPBBB,12,3
PPPPPB,PPBBPPBBPPBB,BPPBPP,12,3
PBBPBP,PPBBPPBBBBPP,PPBPPP,12,3
PBPPBP,BBPPPPBBPPBB,PBBBPB,12,3
BBBPPP,PPBBBBPPBBPP,BPBBPB,12,3
PPBBBB,BBPPBBPPBBPP,BPBBBP,12,3
BBBBPB,PPBBPPBBPPBB,BPPBPP,12,3
BBPBPP,PPBBBBPPPPBB,BPBBPB,12,3
PPPBPP,PPBBBBPPBBPP,BPPPPP,12,3
PBPBPP,PPBBBBPPPPBB,BPBPPB,12,3
PPBBBB,BBPPPPBBPPBB,PBBBPB,12,3
BBBBBB,BBPPPPBBBBPP,BPBPBP,12,3
BPBBBP,BBPPBBPPPPBB,PBBBBP,12,3
BPBBBP,BBPPBBPPPPBB,PBBBBP,12,3
PPPBBB,BBPPPPBBBBPP,BBBBBB,12,3
BPPBPB,PPBBBBPPPPBB,BBBBBB,12,3
BBBPBP,PPBBPPBBBBPP,PBBBPB,12,3
PBBPBP,PPBBBBPPBBPP,BBBPBP,12,3
PBBPBP,PPBBBBPPBBPP,BBBPBP,12,3
BBPBBB,BBPPPPBBPPBB,PPPPBP,12,3
PPBBPB,PPBBBBPPPPBB,PBBPBP,12,3
BPPBPP,PPBBBBPPBBPP,BPBPPP,12,3
PPPBBB,PPBBPPBBPPBB,BPPPBP,12,3
PBBPBB,BBPPBBPPBBPP,BBPBBP,12,3
PPBBBP,BBPPPPBBPPBB,BPBBPB,12,3
PPPBBP,PPBBBBPPBBPP,BPPBPB,12,3
BBBPBP,BBPPBBPPBBPP,BPPPPP,12,3
PBBBPB,PPBBPPBBPPBBBBPP,BBPBPP,16,4
BPBBBB,BBPPPPBBBBPP,BPBBBP,12,3
BBPBPB,BBPPPPBBBBPP,PBBPBB,12,3
BBPBPB,BBPPPPBBBBPP,PBBPBB,12,3
BBBBBB,BBPPBBPPPPBB,PBBPBB,12,3
PPPPPB,PPBBPPBBBBPP,PBBBBB,12,3
PBPBPP,PPBBBBPPPPBB,BBBPPB,12,3
BPBBPB,BBPPPPBBBBPP,PBBPBB,12,3
PBPPPP,PPBBPPBBBBPP,PBPPBP,12,3
PBPPPP,PPBBPPBBBBPP,PBPPBP,12,3
PPPBBB,BBPPBBPPPPBB,BBBPBP,12,3
PBBPBP,BBPPPPBBPPBB,PBBPPB,12,3
PPBPBP,PPBBPPBBPPBBPPBB,PPBPPB,16,4
PPBPBP,PPBBPPBBPPBBPPBB,PPBPPB,16,4
PPPBPB,PPBBPPBBBBPPBBPP,BBBPBP,16,4
PBBPPB,BBPPBBPPBBPP,BBBPBP,12,3
PPBPBP,BBPPBBPPPPBB,BPBBPP,12,3
BPBBPB,BBPPPPBBPPBB,BPBPBP,12,3
BBBBPB,BBPPBBPPBBPP,PBPBPB,12,3
PBBPBP,PPBBBBPPBBPP,PBBBBB,12,3
PBPBPB,PPBBBBPPBBPP,PPPPBB,12,3
PPBBBP,BBPPBBPPBBPP,PPPPPB,12,3
PPBPBB,BBPPBBPPBBPP,PBPPPB,12,3
PPBBPB,BBPPBBPPPPBBPPBBPPBB,BBBBPP,20,5
PPPBBP,BBPPPPBBBBPP,BBBPBP,12,3
BPBPPB,PPBBBBPPPPBB,PBPBPP,12,3
BPPBBB,BBPPPPBBBBPP,PBBBPP,12,3
PPPPBP,BBPPPPBBBBPPBBPP,PBPPBB,16,4
PBPPPB,PPBBBBPPPPBB,PPPBPB,12,3
PBPBBP,BBPPBBPPPPBB,BPBPBB,12,3
BPBPPB,PPBBPPBBBBPP,BPBPBP,12,3
BBBPBB,BBPPBBPPPPBB,PBPPBB,12,3
PBBBBP,BBPPBBPPBBPP,BBPBBP,12,3
PBBPBB,BBPPPPBBBBPPPPBB,BPBPBB,16,4
BPPPBP,BBPPBBPPBBPP,BPBBBP,12,3
BBBPPP,BBPPBBPPPPBB,PBBBBP,12,3
BPBPBB,BBPPBBPPPPBB,BPBBPP,12,3
