before,dejavu,after,cycles,length
BPBPBB,BPBPBPBP,PBPPPP,2,8
BPPBPP,PBPBPBPB,BPPBBB,2,8
PBPBBB,BPBPBPBP,PPPPPP,2,8
PBPPPP,PBPBPBPB,BPBBPB,2,8
PBPPBP,PBPBPBPB,PBBPPB,2,8
PPBPBB,BPBPBPBP,BPPPPP,2,8
BBBPBB,BPBPBPBP,PPPBBP,2,8
PBBPPB,BPBPBPBP,PBPBPB,2,8
PBBPPP,PBPBPBPB,PPBPPP,2,8
BPPPPP,PBPBPBPB,PPBPPB,2,8
BPBPPP,PBPBPBPB,BBPBPP,2,8
PBPBPB,BPBPBPBP,BPBBPB,2,8
BPBPPP,PBPBPBPB,BBPBBP,2,8
PPPPBB,BPBPBPBP,BBPPPP,2,8
BPBPPB,BPBPBPBP,PBBBBB,2,8
PBPBPB,BPBPBPBP,PPBBBB,2,8
BBBBPB,BPBPBPBPBPBP,BBBBBB,3,12
BBBBBP,PBPBPBPB,BBPBPB,2,8
BBBBBB,BPBPBPBP,PBBPPB,2,8
PBBBPB,BPBPBPBP,PBBPBB,2,8
BBBPBB,BPBPBPBP,PBBBBP,2,8
BBPPBP,PBPBPBPB,PBBPBP,2,8
PBBBPP,PBPBPBPB,BPPBPB,2,8
BBPPBB,BPBPBPBP,BBPPPB,2,8
BBPBPB,BPBPBPBP,BBBPPP,2,8
BBPBPB,BPBPBPBP,BBBPPP,2,8
PBBPBB,BPBPBPBP,BBBBBB,2,8
PBBPBB,BPBPBPBP,BBBBBB,2,8
PBBPBB,BPBPBPBP,BBBBBB,2,8
PBBPBB,BPBPBPBP,BBBBBB,2,8
PBBBPP,PBPBPBPB,PPBPPP,2,8
BBBPBB,BPBPBPBP,BBPPBP,2,8
BBBPBB,BPBPBPBP,BBPPBP,2,8
PPBPPB,BPBPBPBP,BPBBBB,2,8
PBBPBB,BPBPBPBP,PPBBBB,2,8
BBPPBP,PBPBPBPB,BPBBPB,2,8
BPBPBP,PBPBPBPB,BPPPBB,2,8
PPPBBB,BPBPBPBP,BPPPBB,2,8
BPBBPB,BPBPBPBP,PPPPPP,2,8
BPBBPB,BPBPBPBP,PPPPPP,2,8
BBPBBB,BPBPBPBP,PBPBPP,2,8
BPBBPB,BPBPBPBP,BBBPPP,2,8
PBBPBP,PBPBPBPB,PPPPBP,2,8
PBBPBP,PBPBPBPB,PPPPBP,2,8
PBBPBP,PBPBPBPB,PPPPBP,2,8
PBBBBB,BPBPBPBP,PBPPBB,2,8
PBPPPB,BPBPBPBP,BBPBBB,2,8
PBPPPB,BPBPBPBP,BBPBBB,2,8
PPBBBB,BPBPBPBP,BPBBPB,2,8
BBPPPP,PBPBPBPB,BPBBPP,2,8
BPPBBP,PBPBPBPB,BBPPBP,2,8
PPPBPP,PBPBPBPB,PBBBPP,2,8
PPPBPP,PBPBPBPB,PBBBPP,2,8
PPPBPP,PBPBPBPB,PBBBPP,2,8
PBPPBP,PBPBPBPB,BBBBPB,2,8
PBPPBP,PBPBPBPB,BBBBPB,2,8
BBBPPB,BPBPBPBP,PPPPPB,2,8
PBPBPP,PBPBPBPB,BPPPBP,2,8
BBBPPP,PBPBPBPB,BPPPBP,2,8
PBBBBB,BPBPBPBP,BPPBPP,2,8
PBBBBB,BPBPBPBP,BPPBPP,2,8
PBBBBB,BPBPBPBP,BPPBPP,2,8
BPPPBP,PBPBPBPB,PPBBPP,2,8
BPPPBP,PBPBPBPB,BPPBBB,2,8
PBPBPB,BPBPBPBP,PPBPPP,2,8
BPBPPB,BPBPBPBP,BPPBBP,2,8
BBBBPP,PBPBPBPB,BBBPBP,2,8
BBBBPP,PBPBPBPB,BBBPBP,2,8
BBBBPP,PBPBPBPB,BBBPBP,2,8
BBBBBP,PBPBPBPB,BPPPPB,2,8
PPBBBB,BPBPBPBP,BPBBPP,2,8
BBBBPP,PBPBPBPB,PPBBPP,2,8
BBBBPP,PBPBPBPB,BBPPBP,2,8
BPPPBP,PBPBPBPB,PPPBBP,2,8
PBPBBB,BPBPBPBP,PBBBPP,2,8
PPPBPB,BPBPBPBP,PBBPPB,2,8
PBPBBP,PBPBPBPB,PBBPBP,2,8
PPBBPB,BPBPBPBP,PBBPPB,2,8
PBBPPB,BPBPBPBP,PPPPPP,2,8
PPPBBB,BPBPBPBP,PPBPBP,2,8
PBPBPP,PBPBPBPB,PBBPBP,2,8
PBPPPP,PBPBPBPB,BPBBBP,2,8
PPBPPB,BPBPBPBP,PBBBPP,2,8
BPPPBP,PBPBPBPB,PBBBPP,2,8
BPPBPP,PBPBPBPB,BPPBPB,2,8
PBPBBP,PBPBPBPB,PBBPPB,2,8
BPPBPP,PBPBPBPB,BPPBPB,2,8
PBPBBP,PBPBPBPB,PBBPPB,2,8
PBBBPP,PBPBPBPB,PBBBBP,2,8
BPPBPP,PBPBPBPB,BBBPPB,2,8
BPPBPP,PBPBPBPB,BBBPPB,2,8
BPPBPP,PBPBPBPB,BPBBBB,2,8
PBBPBP,PBPBPBPB,PPPPBP,2,8
BPBBBB,BPBPBPBP,BBBBBP,2,8
PPPPPB,BPBPBPBP,BPPBPB,2,8
BBBBPB,BPBPBPBP,PPBPPB,2,8
PPPPBB,BPBPBPBP,BBBBBP,2,8
PPPPBB,BPBPBPBP,BBBBBP,2,8
PBBPPB,BPBPBPBP,PBPBBP,2,8
BBPPBP,PBPBPBPB,PPPPPB,2,8
PPBBPP,PBPBPBPB,PPBPPP,2,8
PPPPBP,PBPBPBPB,PBBBBB,2,8
BBBPPP,PBPBPBPBPBPB,PPBPPB,3,12
PBBPPB,BPBPBPBP,PPPBBB,2,8
PPPPPP,PBPBPBPB,PPPPPB,2,8
PPBPBB,BPBPBPBP,PPPPBP,2,8
PPPPBP,PBPBPBPB,BPBPBB,2,8
PPBBPP,PBPBPBPB,PBPPPB,2,8
BBBPPP,PBPBPBPB,BBBBPP,2,8
BBBPBP,PBPBPBPBPBPBPBPB,PBBPBB,4,16
PPBBPP,PBPBPBPB,BBBBPB,2,8
BBPPBB,BPBPBPBP,BBPPPB,2,8
BPBBPP,PBPBPBPB,PPPBBB,2,8
BBPBPB,BPBPBPBP,BBBBBP,2,8
BBPPPP,PBPBPBPB,PPBBPP,2,8
PPPPPP,PBPBPBPB,BBPPPP,2,8
BPPPBP,PBPBPBPB,BBPPBB,2,8
BPBBBP,PBPBPBPB,BPBPPP,2,8
PBPPPB,BPBPBPBP,PBBBPB,2,8
BPBBBB,BPBPBPBP,BBPPBP,2,8
PPPBPB,BPBPBPBP,PPPBBP,2,8
PPPBPB,BPBPBPBP,BPBBBB,2,8
PPPBPB,BPBPBPBP,BPBBBB,2,8
PPPPBP,PBPBPBPB,BBPBBB,2,8
PBBPPB,BPBPBPBP,BPBBPP,2,8
BPPBBB,BPBPBPBP,BPPPPP,2,8
PPPPBP,PBPBPBPB,PBBBPB,2,8
PPPPBP,PBPBPBPB,PBBBPB,2,8
PPPPPB,BPBPBPBP,PPBBBB,2,8
PBBPBB,BPBPBPBP,PPBPPB,2,8
PPPPPP,PBPBPBPB,BBPBPB,2,8
BPPBBB,BPBPBPBP,BBPPPP,2,8
BPPBPB,BPBPBPBP,BBPPBB,2,8
PPBPBB,BPBPBPBP,PPPBBB,2,8
BBPBPP,PBPBPBPB,BBPPPB,2,8
PPBBBP,PBPBPBPB,BBPBBB,2,8
PPBBBP,PBPBPBPB,BBPBBB,2,8
PBPPBP,PBPBPBPBPBPB,PPBPPB,3,12
PPBPPB,BPBPBPBP,BBPBBB,2,8
PBPBBB,BPBPBPBP,BBPBBB,2,8
BPBBBB,BPBPBPBP,BPPBPP,2,8
BBBBBP,PBPBPBPB,BPBBBB,2,8
BPPPPB,BPBPBPBP,PPPPPP,2,8
PBPPPB,BPBPBPBP,BBBBBP,2,8
PBPPPB,BPBPBPBP,BBBBBP,2,8
BBBBPB,BPBPBPBP,BPPPPB,2,8
PBBPBP,PBPBPBPB,PPBBBB,2,8
BBBBPB,BPBPBPBP,BPPPPB,2,8
PBBPBP,PBPBPBPB,PPBBBB,2,8
PPBPBP,PBPBPBPB,PPBBBB,2,8
PPPPBP,PBPBPBPB,BBBBPP,2,8
PPPPPP,PBPBPBPB,PPBPBB,2,8
BBBPBB,BPBPBPBP,PBPBBP,2,8
BPBBPP,PBPBPBPB,PPPPBB,2,8
PBPBBP,PBPBPBPB,PBBBBB,2,8
BBPBPB,BPBPBPBP,PPPBBB,2,8
BBBBPB,BPBPBPBP,PBPBPB,2,8
BPBPBP,PBPBPBPB,BPPPBP,2,8
BPPPPP,PBPBPBPB,BBPBBP,2,8
PBBPBP,PBPBPBPB,BBBBBP,2,8
PBBPBP,PBPBPBPB,BBBBBP,2,8
BPBBBP,PBPBPBPB,BBBPPB,2,8
BBBPBP,PBPBPBPB,BPBBPB,2,8
BPBBBP,PBPBPBPB,PBBBBP,2,8
BPBBBP,PBPBPBPB,PBBBBP,2,8
BBBBBB,BPBPBPBP,BBPPPP,2,8
BBPPPB,BPBPBPBP,PBPBBP,2,8
PBBPPP,PBPBPBPB,BBPBPB,2,8
BBPBPP,PBPBPBPB,PBBBPB,2,8
PBBBBP,PBPBPBPB,PBPPPB,2,8
PBBBBP,PBPBPBPB,PBPPPB,2,8
PBBBBP,PBPBPBPB,PBPPPB,2,8
BPBPBB,BPBPBPBP,BPBBBB,2,8
BBPPPB,BPBPBPBP,PPPBBB,2,8
BBPPPB,BPBPBPBP,PPPBBB,2,8
BBPPPB,BPBPBPBP,PPPBBB,2,8
BPPBBP,PBPBPBPB,BBPPBB,2,8
PPPPBP,PBPBPBPB,BPPBBP,2,8
PPPPBP,PBPBPBPB,BPPBBP,2,8
PPPPBP,PBPBPBPB,BPPBBP,2,8
PPPBBB,BPBPBPBP,PBBBBB,2,8
BBBPBP,PBPBPBPBPBPB,BBBPPB,3,12
BBBPBP,PBPBPBPBPBPB,BBBPPB,3,12
PBBPBP,PBPBPBPB,BBPBPP,2,8
PBBPBP,PBPBPBPB,BBPBPP,2,8
PBBPBP,PBPBPBPB,BBPBPP,2,8
PBBPBP,PBPBPBPB,BBPBPP,2,8
BPPBBB,BPBPBPBP,BPBBPP,2,8
PBPBPP,PBPBPBPB,BBBPPP,2,8
PPPBPB,BPBPBPBP,PPBPBB,2,8
PBPBBP,PBPBPBPB,PPBPPP,2,8
PPPBPB,BPBPBPBP,PPBPBB,2,8
PBPBBP,PBPBPBPB,PPBPPP,2,8
PPBPBB,BPBPBPBP,BBPPPP,2,8
BBBBBB,BPBPBPBP,BBBPPP,2,8
BBBBBB,BPBPBPBP,PPPPBP,2,8
BBBBBB,BPBPBPBP,BBBPPP,2,8
BBBBBB,BPBPBPBP,PPPPBP,2,8
BBBBBB,BPBPBPBP,PPPPBP,2,8
PPPBPB,BPBPBPBP,BBPPPP,2,8
PPPBPB,BPBPBPBP,BBPPPP,2,8
PPBBPP,PBPBPBPBPBPB,BBBPBB,3,12
BPPPPB,BPBPBPBP,BPPPPP,2,8
PPPBBB,BPBPBPBP,PBBPPP,2,8
PPPBBB,BPBPBPBP,PBBPPP,2,8
BPPPBB,BPBPBPBP,BBPPBB,2,8
BBPBBP,PBPBPBPB,PPBPBP,2,8
BPBPBP,PBPBPBPB,BPPBBB,2,8
BBPBBP,PBPBPBPB,PPBPBP,2,8
BPBPBP,PBPBPBPB,BPPBBB,2,8
BBPPPB,BPBPBPBP,BBPPPB,2,8
BBPPPB,BPBPBPBP,BBPPPB,2,8
BBPBBP,PBPBPBPB,PBPPPP,2,8
BPPPBB,BPBPBPBP,BBBPBP,2,8
BPPPBB,BPBPBPBP,BBBPBP,2,8
BBBBBP,PBPBPBPB,BPPBBP,2,8
BBBBBP,PBPBPBPB,BPPBBP,2,8
BBBBBP,PBPBPBPB,BPPBBP,2,8
BBPPBB,BPBPBPBPBPBPBPBP,PBBBPB,4,16
BBBPPB,BPBPBPBP,PBBPBP,2,8
BPPBPP,PBPBPBPB,PPBBBB,2,8
BPPBPP,PBPBPBPB,PPBBBB,2,8
BBBBPB,BPBPBPBP,PPBPBP,2,8
BBBBPB,BPBPBPBP,PPBPBP,2,8
BBBBPB,BPBPBPBP,PPBPBP,2,8
BBPPPB,BPBPBPBP,BBBPPP,2,8
BBPBPB,BPBPBPBPBPBP,BBPPBP,3,12
BBPBPB,BPBPBPBPBPBP,BBPPBP,3,12
PPPPBB,BPBPBPBP,PBBPPB,2,8
PBBBBB,BPBPBPBP,PPPBBP,2,8
PBBBBB,BPBPBPBP,PPPBBP,2,8
PPPBPP,PBPBPBPB,PPBBBB,2,8
BPPPPP,PBPBPBPB,PPPPBP,2,8
BBBBPP,PBPBPBPB,BBPPBB,2,8
PPBPBB,BPBPBPBP,BBPBPB,2,8
BBBBPB,BPBPBPBP,BPPPPB,2,8
PPPBBP,PBPBPBPB,PBBBPP,2,8
PBBBPB,BPBPBPBP,PBBPPB,2,8
BBPPBP,PBPBPBPB,BBBBBB,2,8
BPBBPP,PBPBPBPB,BBPBBP,2,8
PPBPPB,BPBPBPBP,BBPBBP,2,8
PBPBBP,PBPBPBPB,BPPPBB,2,8
BPPBBB,BPBPBPBP,BBBBPP,2,8
BBBPPB,BPBPBPBP,PPBBBB,2,8
BPPPBB,BPBPBPBPBPBP,PPBPBB,3,12
PPBBPP,PBPBPBPB,BPPBPB,2,8
PPPPBP,PBPBPBPB,BBPPPB,2,8
BPBBBB,BPBPBPBP,PBBBBB,2,8
BBBBPB,BPBPBPBP,PBPPBP,2,8
PPPPPB,BPBPBPBP,BBPPBP,2,8
PPPBBB,BPBPBPBP,PPBPBB,2,8
BBBPPP,PBPBPBPB,PPBBBB,2,8
BPBBPB,BPBPBPBP,BBPPPP,2,8
BPBBBB,BPBPBPBP,PBBPBB,2,8
BBBBBP,PBPBPBPB,BBBPBB,2,8
BBPBBB,BPBPBPBP,PPBBBB,2,8
BBPBBB,BPBPBPBP,PPBBBB,2,8
PBBPBB,BPBPBPBP,PPPPPB,2,8
BBBPBP,PBPBPBPB,PBPPPB,2,8
BBBPBP,PBPBPBPB,BPBBBB,2,8
BPBPBP,PBPBPBPB,BPBPPP,2,8
PPPPBP,PBPBPBPB,PPBBPB,2,8
BPBPBP,PBPBPBPB,PPBBBP,2,8
BPBPBB,BPBPBPBP,PPPBBP,2,8
BPBPBB,BPBPBPBP,PPPBBP,2,8
BPBBBB,BPBPBPBP,PBPBPB,2,8
PPPPPP,PBPBPBPB,BPPPBP,2,8
BPBBPP,PBPBPBPB,BBBBBP,2,8
PPPPPP,PBPBPBPB,BPPPBP,2,8
BPBBPP,PBPBPBPB,BBBBBP,2,8
PPPPBB,BPBPBPBP,BBPPBB,2,8
PBPBPP,PBPBPBPB,BBPBPP,2,8
PBPBPP,PBPBPBPB,BBPBPP,2,8
PBBBPP,PBPBPBPB,BPBPBB,2,8
PBBPBP,PBPBPBPB,PPBPPB,2,8
BPPBPB,BPBPBPBP,BPBBBB,2,8
BPPPPP,PBPBPBPB,PBPPPB,2,8
PPPBPP,PBPBPBPB,PBBBBP,2,8
BPPBPP,PBPBPBPB,BBPBBP,2,8
BBBPBP,PBPBPBPB,BBPPBP,2,8
PBBPBP,PBPBPBPB,PPPPBB,2,8
PBBBBB,BPBPBPBP,PPPBBB,2,8
BBPBBB,BPBPBPBP,BPPBBB,2,8
PPPBPB,BPBPBPBP,PBBPPB,2,8
PPPBBB,BPBPBPBP,BBBPPP,2,8
BPBPBB,BPBPBPBP,PBPBBB,2,8
BBPBBP,PBPBPBPB,BPBPPP,2,8
BBPBBP,PBPBPBPB,BPBPPP,2,8
BBPBBP,PBPBPBPB,BPBPPP,2,8
BBPBPB,BPBPBPBP,BBPPBP,2,8
PBPBBB,BPBPBPBP,BPPPPP,2,8
BBBPBB,BPBPBPBP,BBBBPP,2,8
PPBBBP,PBPBPBPB,PPPPBB,2,8
BPPBPB,BPBPBPBP,PPBBBP,2,8
BPPPBP,PBPBPBPBPBPB,PPBBPB,3,12
BPPBPB,BPBPBPBP,PBBBBB,2,8
BBPBPP,PBPBPBPB,PPBPBP,2,8
BBPPPB,BPBPBPBP,BBBPPB,2,8
PBPBBP,PBPBPBPB,PBBPPP,2,8
BPBBBP,PBPBPBPB,BBPPPB,2,8
PPBBPP,PBPBPBPB,PPPPBP,2,8
BPPPPP,PBPBPBPB,PPBBBB,2,8
PBPBBB,BPBPBPBP,BBPBBP,2,8
BPPPPB,BPBPBPBP,BBBPBB,2,8
BPPPPB,BPBPBPBP,BBBPBB,2,8
PPBBBP,PBPBPBPB,PPBPPP,2,8
BPPPBB,BPBPBPBP,BBPBPB,2,8
PBPPBP,PBPBPBPB,PPBPBB,2,8
PBPPBP,PBPBPBPB,PPBPBB,2,8
BPBPPB,BPBPBPBP,PBPPPP,2,8
BBBBBB,BPBPBPBPBPBP,PBBBBB,3,12
PPBBBP,PBPBPBPB,PPPPPP,2,8
PBPPPB,BPBPBPBP,PPPBBP,2,8
BPPPBP,PBPBPBPB,PBBBPB,2,8
BPPPBP,PBPBPBPB,PBBBPB,2,8
PBBBBP,PBPBPBPB,BBBBBP,2,8
BBBBPB,BPBPBPBP,PPPPPP,2,8
PBPPBB,BPBPBPBP,BBPPPP,2,8
BBBPBB,BPBPBPBP,PPBPPP,2,8
BPBBPB,BPBPBPBP,PBPPBP,2,8
BPBBPB,BPBPBPBP,PBPPBP,2,8
BBBPPB,BPBPBPBP,BPBBBP,2,8
BBBPPP,PBPBPBPB,PPPPBP,2,8
BBBPPP,PBPBPBPB,PPPPBP,2,8
PPPPPB,BPBPBPBP,PBBPPP,2,8
PPPPPB,BPBPBPBP,PBBPPP,2,8
PPPPPB,BPBPBPBP,PBBPPP,2,8
PPBPBB,BPBPBPBP,BBPPPP,2,8
BPPBBB,BPBPBPBP,PPBBPP,2,8
PBBPBB,BPBPBPBP,PBPBBP,2,8
PBBPBB,BPBPBPBP,PBPBBP,2,8
PBBBPP,PBPBPBPB,BBPBBB,2,8
BBBBBP,PBPBPBPB,BBBBBB,2,8
BPPPBP,PBPBPBPB,PBBBPP,2,8
BPPPBP,PBPBPBPB,PBBBPP,2,8
PPPPPB,BPBPBPBP,PBPPBP,2,8
PPPPPB,BPBPBPBP,PBPPBP,2,8
PPPPPB,BPBPBPBP,PBPPBP,2,8
BPPPPB,BPBPBPBP,PBPBBB,2,8
BPPPPB,BPBPBPBP,PBPBBB,2,8
BPPBPP,PBPBPBPB,BPBBPB,2,8
BPPBPP,PBPBPBPB,BPBBPB,2,8
PPPPBB,BPBPBPBP,PBBBPB,2,8
PPPPBB,BPBPBPBP,PPBBBB,2,8
PPPBPB,BPBPBPBP,PBPBPP,2,8
PPPBPB,BPBPBPBP,PBPBPP,2,8
BPBBPP,PBPBPBPB,PBPPBB,2,8
BBPPBB,BPBPBPBP,PBBBPP,2,8
BPBPPP,PBPBPBPB,BPBBPP,2,8
BBPBBP,PBPBPBPB,BPBBBP,2,8
BBBBBB,BPBPBPBP,PPBBBB,2,8
BBPPBP,PBPBPBPB,PPPBPB,2,8
PPBBPB,BPBPBPBP,PBPPPB,2,8
PPPBBP,PBPBPBPB,BBBBBP,2,8
PPBPPP,PBPBPBPB,PBPPBB,2,8
BBPBBB,BPBPBPBP,PBBBBB,2,8
BPBBBB,BPBPBPBPBPBP,BBPBPB,3,12
BPBBBB,BPBPBPBPBPBP,BBPBPB,3,12
BPBBBB,BPBPBPBPBPBP,BBPBPB,3,12
PBBBBB,BPBPBPBP,BPPPBB,2,8
BBPPBP,PBPBPBPB,PBBBPB,2,8
BPPPBP,PBPBPBPBPBPBPBPB,BPBBPB,4,16
BBPPPB,BPBPBPBP,BBBBPB,2,8
PPPPPP,PBPBPBPB,PPBBBB,2,8
PPPPPP,PBPBPBPB,PPBBBB,2,8
PBBBPP,PBPBPBPB,BBBPPP,2,8
PPPPPP,PBPBPBPB,BBBBPP,2,8
PPPBBP,PBPBPBPB,PPPBBB,2,8
PPBPBP,PBPBPBPB,BBBBPP,2,8
PPBPBB,BPBPBPBP,BBBPBB,2,8
PPBPBB,BPBPBPBP,BBBBPP,2,8
BBBBPB,BPBPBPBP,BBBPPP,2,8
BBBBPB,BPBPBPBP,BBBPPP,2,8
BBPBBB,BPBPBPBP,PBPBPB,2,8
PPBBPB,BPBPBPBP,BBPPPB,2,8
BBBPPP,PBPBPBPB,BPBPBB,2,8
PBPPBP,PBPBPBPB,BPBBPB,2,8
PBPBBP,PBPBPBPB,PPBBBB,2,8
BBBPPP,PBPBPBPB,BPBPBP,2,8
BBBPPP,PBPBPBPB,BPBPBP,2,8
BBBBBB,BPBPBPBP,BPPPPB,2,8
BBBBBB,BPBPBPBP,BPPPPB,2,8
BBBBBB,BPBPBPBP,BPPPPB,2,8
BBBBBB,BPBPBPBP,BPPPPB,2,8
PPPPBB,BPBPBPBP,BBBBBB,2,8
PBPPBB,BPBPBPBP,PBBBBB,2,8
PBPPBB,BPBPBPBP,PBBBBB,2,8
PPPPBP,PBPBPBPB,BBPPPP,2,8
BBPPPP,PBPBPBPB,BPPBPP,2,8
BPPBBP,PBPBPBPB,PPPPBP,2,8
BPPBBP,PBPBPBPB,BBBBBP,2,8
PBPBBP,PBPBPBPB,BPPPBB,2,8
BBPBBB,BPBPBPBP,PBBBPB,2,8
BPBPBP,PBPBPBPB,PBBPBB,2,8
BPBBPB,BPBPBPBP,PPBPPB,2,8
BPPBBB,BPBPBPBP,BPPPPB,2,8
PBPPBB,BPBPBPBP,PPBPPB,2,8
BBBBBB,BPBPBPBP,PBPBBB,2,8
PPBPBB,BPBPBPBP,PPPBPB,2,8
PPPBBP,PBPBPBPB,BBBBPP,2,8
BBPPPB,BPBPBPBP,BBBBBP,2,8
BBPPPB,BPBPBPBP,BBBBBP,2,8
BBBBBB,BPBPBPBPBPBP,PPPBPP,3,12
PBBBPB,BPBPBPBP,BBBPBP,2,8
PBBBPB,BPBPBPBP,BBBPBP,2,8
PPBPPB,BPBPBPBP,BBBPBB,2,8
BBPPPP,PBPBPBPB,BPPBBB,2,8
BBPPPP,PBPBPBPB,BPPBBB,2,8
BBBPPB,BPBPBPBP,BBBPBB,2,8
BPPPBP,PBPBPBPB,PBPPBP,2,8
BBPPBP,PBPBPBPBPBPB,PBPPBB,3,12
BBBPBB,BPBPBPBP,BBBPPB,2,8
BBPPBP,PBPBPBPBPBPB,PBPPBB,3,12
BBBPBB,BPBPBPBP,BBBPPB,2,8
BBPPBP,PBPBPBPBPBPB,PBPPBB,3,12
BBBPBB,BPBPBPBP,BBBPPB,2,8
BBPPBP,PBPBPBPBPBPB,PBPPBB,3,12
BBBPBB,BPBPBPBP,BBBPPB,2,8
PBBBBP,PBPBPBPB,PPPPBP,2,8
PBBBBP,PBPBPBPB,PPPPBP,2,8
PBBBBP,PBPBPBPB,PPPPBP,2,8
BBPPBP,PBPBPBPB,BBBPBP,2,8
BPBPBP,PBPBPBPB,PPBPBP,2,8
BPPBPP,PBPBPBPB,PBBBPB,2,8
BPBPBB,BPBPBPBP,PBBPPP,2,8
BPBBBP,PBPBPBPB,BBPPBB,2,8
PPBBPB,BPBPBPBP,PBPPBB,2,8
PPBBPP,PBPBPBPB,BBPBBP,2,8
PBPBPB,BPBPBPBP,PPPBBB,2,8
BBPPPP,PBPBPBPB,BBBBBB,2,8
BBPPPP,PBPBPBPB,BBBBBB,2,8
BPPBPB,BPBPBPBPBPBP,BBBBBB,3,12
BBPBPB,BPBPBPBP,PPPPPP,2,8
BBBBBP,PBPBPBPB,PPBBBP,2,8
BBBPPB,BPBPBPBP,BPPPPP,2,8
BPBBBP,PBPBPBPB,BPPPBB,2,8
PPBBPP,PBPBPBPB,PPBPBP,2,8
PBPBPB,BPBPBPBP,BBPPPP,2,8
PBBPBB,BPBPBPBP,PPBBPB,2,8
PPPPBB,BPBPBPBP,BPBBPB,2,8
BBBBBB,BPBPBPBP,PPPBPB,2,8
PBPPPP,PBPBPBPB,PBBPBP,2,8
PBPBPB,BPBPBPBP,PPPBBB,2,8
BBPBBB,BPBPBPBP,PPPPPB,2,8
PBPBBP,PBPBPBPB,BPPPBP,2,8
BPBPBP,PBPBPBPB,PBBBBP,2,8
BBPBPP,PBPBPBPB,PPPBPB,2,8
BBBPPB,BPBPBPBP,BBBBBB,2,8
BBBPPB,BPBPBPBP,BBBBBB,2,8
BBBPPB,BPBPBPBP,BBBBBB,2,8
BBBPBB,BPBPBPBP,BPBBBP,2,8
PBPPBP,PBPBPBPB,BBPBPP,2,8
PPBPBB,BPBPBPBP,BPPBPB,2,8
PPBPBB,BPBPBPBP,BPPBPB,2,8
BPBPPP,PBPBPBPB,PBPPPB,2,8
PBPBBP,PBPBPBPB,BPPBPP,2,8
PPBPBP,PBPBPBPB,PPBBPP,2,8
BPPPBB,BPBPBPBP,PBPPPB,2,8
BBPBBB,BPBPBPBP,BBPBBB,2,8
PPBPPP,PBPBPBPB,BBPPPP,2,8
BPPPPB,BPBPBPBPBPBP,BPPPPP,3,12
PBPPPB,BPBPBPBP,PPPBBB,2,8
PBBBBB,BPBPBPBP,BBPBPB,2,8
BBPPPP,PBPBPBPB,BBPBPP,2,8
PPPPPB,BPBPBPBP,BPPBBB,2,8
BBPBPB,BPBPBPBP,BPBBPB,2,8
PPBPBP,PBPBPBPB,BBBBBB,2,8
PPPBPB,BPBPBPBP,PPPBBB,2,8
BBBBBB,BPBPBPBP,PBPPBB,2,8
BPBPBB,BPBPBPBP,BBBPPB,2,8
PPPBBP,PBPBPBPB,BBBBPP,2,8
PBBPBB,BPBPBPBP,PPBPBP,2,8
BPPPBB,BPBPBPBP,BPPPBB,2,8
BPPPPP,PBPBPBPB,PPPPBB,2,8
PBBBPB,BPBPBPBP,BPBBPB,2,8
BPBPBP,PBPBPBPB,BPBBBB,2,8
BBPPBP,PBPBPBPB,PPPPBP,2,8
PPPBBB,BPBPBPBP,PPBBBB,2,8
PPPBBB,BPBPBPBP,PPBBBB,2,8
PPPBBB,BPBPBPBP,PPBBBB,2,8
PPPBBB,BPBPBPBP,PPBBBB,2,8
PBBBPP,PBPBPBPB,PBBBBP,2,8
PBBBPP,PBPBPBPB,BPBPBP,2,8
PBPBPB,BPBPBPBP,PPPPPP,2,8
BBBPPB,BPBPBPBP,PBBBBB,2,8
BPBBPB,BPBPBPBP,BBPBPP,2,8
BBBPPB,BPBPBPBP,PBBBBB,2,8
BPBBPB,BPBPBPBP,BBPBPP,2,8
PPPBPP,PBPBPBPB,PPPPBB,2,8
PPPBPP,PBPBPBPB,PPPPBB,2,8
BBBPBB,BPBPBPBP,PPPPBP,2,8
BPPPPB,BPBPBPBP,BPBBBP,2,8
BPBPBB,BPBPBPBP,BPBBBB,2,8
PBPBPP,PBPBPBPB,BPBBPP,2,8
PBPPPP,PBPBPBPB,PBBPPB,2,8
PPPBPB,BPBPBPBP,BPPBPP,2,8
BBBPPB,BPBPBPBP,PBPBBB,2,8
BPBBBB,BPBPBPBP,PBBPBB,2,8
PBPPBB,BPBPBPBP,PBPBBB,2,8
BBPBPP,PBPBPBPB,PPPBBB,2,8
BPPBBB,BPBPBPBP,BBPPBB,2,8
PBPBPP,PBPBPBPB,BPBBPP,2,8
BBPBBP,PBPBPBPB,BBPBBP,2,8
BBPBBP,PBPBPBPB,BBPBBP,2,8
BBPBBP,PBPBPBPB,BBPBBP,2,8
BPPPBB,BPBPBPBP,BPBBPB,2,8
BPPBBB,BPBPBPBP,BBBBPB,2,8
BPPPPP,PBPBPBPB,PBBBBP,2,8
PBPBPB,BPBPBPBP,BBPPPP,2,8
PPBPBB,BPBPBPBP,PBPPPP,2,8
PPPPPP,PBPBPBPB,BPPBBB,2,8
BPBBPP,PBPBPBPB,BPBPPB,2,8
BBPPPB,BPBPBPBP,PPPBBB,2,8
